GeoglowsID,Order,StationID,AssignedID,AssignmentReason
9016967,2,,21057080.0,Propagation-2
9016968,1,,,
9016985,1,,,
9017021,4,,21047010.0,Propagation-3
9017041,2,21057080.0,21057080.0,spatial
9017053,1,,,
9017057,4,,21077020.0,Propagation-2
9017116,1,,,
9017127,1,21057110.0,21057110.0,spatial
9017138,4,21047010.0,21047010.0,spatial
9017195,2,26017060.0,26017060.0,spatial
9017196,1,,,
9017206,1,,,
9017207,1,,,
9017240,4,,21097120.0,Propagation-2
9017248,2,,21057050.0,Propagation-1
9017274,1,,,
9017296,4,,21027010.0,Propagation-3
9017314,1,,,
9017341,4,,21027010.0,Propagation-2
9017345,1,,,
9017377,1,,,
9017378,1,,,
9017549,2,,21037010.0,Propagation-3
9017599,1,,,
9017664,4,21027010.0,21027010.0,spatial
9017677,1,,,
9017684,4,,21017040.0,Propagation-4
9017689,2,,21037010.0,Propagation-2
9017697,1,,,
9017698,4,,21047010.0,Propagation-2
9017784,1,,,
9017785,4,,21017040.0,Propagation-2
9017789,1,,,
9017795,1,,,
9017861,2,,,
9017862,4,21017040.0,21017040.0,spatial
9017872,1,,,
9017880,1,,,
9017881,1,,,
9017882,2,,21017060.0,Propagation-2
9017884,1,,,
9017889,1,,,
9017907,1,,,
9017908,4,,21017040.0,Propagation-2
9017929,1,,,
9017950,2,,21017060.0,Propagation-3
9017987,2,,21017030.0,Propagation-1
9017990,1,,,
9017991,2,,21017060.0,Propagation-2
9018010,2,21017060.0,21017060.0,spatial
9018017,1,,,
9018026,1,,,
9018066,4,,21017040.0,Propagation-1
9018085,2,21017030.0,21017030.0,spatial
9018086,3,,,
9018087,2,21017020.0,21017020.0,spatial
9018102,1,,,
9018103,3,,,
9018120,2,21037010.0,21037010.0,spatial
9018124,3,,21017030.0,Propagation-2
9018139,2,,21017050.0,Propagation-2
9018140,1,,,
9018146,1,,,
9018203,1,,,
9018331,2,,,
9018340,1,,,
9018373,1,,,
9018376,1,,,
9018571,1,21017050.0,21017050.0,spatial
9018725,1,,,
