from_node,to_node,HydroID,NextDownID,DrainID,COMID,Shape_Leng,Tot_Drain_,LENGTH_GEO,order_
792,746,9000643,9000612,168,9000643,4867.78292508000,262718893311.00000000000,4.76552124560,6
631,798,9000649,9000658,373,9000649,37162.43682910000,217947920.40400000000,36.42169244960,1
747,798,9000650,9000658,390,9000650,5267.86663379000,2329920413.20000000000,5.15651204223,3
801,788,9000651,9000639,395,9000651,2608.12398367000,740191542.84200000000,2.55981068885,2
769,801,9000652,9000651,391,9000652,5072.91512779000,81887381.05850000000,4.97405147531,1
805,792,9000655,9000643,170,9000655,4006.50665748000,110062456.88400000000,3.93190985899,1
806,654,9000656,9000533,171,9000656,16392.66841350000,458316401.11600000000,16.03485458320,2
745,809,9000657,9000679,389,9000657,7720.18926856000,114116192.24200000000,7.56209232756,1
798,809,9000658,9000679,394,9000658,3894.71275116000,2626880742.06000000000,3.82374832704,3
818,624,9000667,9000506,398,9000667,22339.59789250000,432544176.85000000000,21.86517443640,2
827,806,9000673,9000656,174,9000673,2592.00471519000,221407946.00700000000,2.53914105778,2
828,723,9000675,9000590,399,9000675,13925.91601630000,285494188.77800000000,13.64531831000,2
659,832,9000678,9000743,376,9000678,34934.32998380000,721346678.30700000000,34.26122995810,2
809,832,9000679,9000743,397,9000679,3008.48697522000,2762374555.07000000000,2.94859849620,3
838,827,9000687,9000673,175,9000687,1123.95863486000,78872164.66240000000,1.10078666331,1
839,806,9000688,9000656,176,9000688,4461.09677341000,146247412.92700000000,4.37432094523,1
841,827,9000690,9000673,177,9000690,9129.99525012000,138055490.89700000000,8.95594674694,1
846,651,9000692,9000530,161,9000692,29978.20482880000,186722640.75200000000,29.37513333630,1
847,828,9000693,9000675,404,9000693,11002.00332240000,111686839.54500000000,10.79713253090,1
848,818,9000694,9000667,405,9000694,6847.12846929000,91432535.32260000000,6.71884735937,1
803,843,9000695,9000731,396,9000695,15920.75136970000,128781968.16200000000,15.61678695630,1
677,801,9000700,9000651,382,9000700,65078.70817250000,654567311.99700000000,63.81500364800,2
863,828,9000709,9000675,408,9000709,3860.58544737000,96156818.69820000000,3.77715167912,1
870,843,9000718,9000731,410,9000718,16747.44065230000,165693710.44300000000,16.44061549610,1
854,887,9000724,9000746,406,9000724,6831.62897738000,106070216.25300000000,6.70404473645,1
864,891,9000727,9000855,409,9000727,3539.08013472000,76988962.37230000000,3.46552293585,1
843,891,9000731,9000855,403,9000731,23029.90952550000,548535184.47100000000,22.59007985750,2
900,792,9000733,9000643,185,9000733,13037.80650680000,262556404033.00000000000,12.76701132420,6
898,900,9000735,9000733,184,9000735,2094.72659448000,83855038.01260000000,2.05536513844,1
901,887,9000739,9000746,415,9000739,18884.55574140000,130849924.92600000000,18.54423031450,1
832,909,9000743,9000753,402,9000743,10811.78827290000,3554683915.40000000000,10.58992310950,3
887,909,9000746,9000753,413,9000746,14306.32658370000,304143564.62900000000,14.04533254860,2
878,914,9000749,9000779,412,9000749,5641.30794553000,90648622.84440000000,5.52857557329,1
829,914,9000750,9000779,400,9000750,16925.23723910000,103350880.21700000000,16.59698934920,1
909,917,9000753,9000770,417,9000753,1736.51958516000,3902629110.05000000000,1.70242417667,3
875,918,9000754,9000826,183,9000754,6240.38930055000,135447681.05300000000,6.11265425340,1
926,934,9000765,9000948,420,9000765,3622.91659971000,77319091.62260000000,3.55808991125,1
877,934,9000766,9000948,411,9000766,9309.20802354000,89358960.27300000000,9.12505572994,1
830,936,9000769,9000772,401,9000769,15711.81383420000,110087956.44700000000,15.39791761740,1
917,936,9000770,9000772,419,9000770,3471.57532675000,4149611856.89000000000,3.40774415354,3
936,939,9000772,9000811,422,9000772,94.30110000070,4259717309.29000000000,0.09217507060,3
940,918,9000774,9000826,188,9000774,12047.06110000000,241872967.77600000000,11.82908827960,1
921,942,9000776,9000820,187,9000776,5112.90829997000,87966791.51010000000,5.01569908637,1
945,818,9000777,9000667,424,9000777,16695.79818170000,177169288.23500000000,16.35496695950,1
914,939,9000779,9000811,418,9000779,10157.62732520000,209973518.78000000000,9.96475502421,2
947,917,9000788,9000770,425,9000788,34649.41909560000,231192662.35600000000,34.02205831930,1
964,900,9000796,9000733,192,9000796,7322.80230557000,262363973902.00000000000,7.16551837344,6
973,942,9000809,9000820,193,9000809,25590.97138080000,140218360.85300000000,25.12027451190,1
939,986,9000811,9000841,423,9000811,5700.94153679000,4516445139.71000000000,5.58153417077,3
994,964,9000817,9000796,195,9000817,4523.63682713000,251232181.88800000000,4.43348199369,2
997,994,9000819,9000817,196,9000819,330.67340108000,81907882.07920000000,0.32431268530,1
942,998,9000820,9000847,189,9000820,15987.21186870000,339232456.80100000000,15.68945442420,2
1000,994,9000821,9000817,198,9000821,462.94250420700,130986811.65500000000,0.45403810123,1
918,1003,9000826,9000827,186,9000826,12054.96257600000,475476845.87800000000,11.81454424850,2
1003,964,9000827,9000796,199,9000827,4512.90437625000,262069063114.00000000000,4.42086783922,6
1004,986,9000828,9000841,430,9000828,3344.27118283000,75936334.23850000000,3.27963273210,1
908,1025,9000840,9000949,416,9000840,21907.94567000000,140860754.85900000000,21.47814028830,1
986,1025,9000841,9000949,428,9000841,4623.79010182000,4598582796.72000000000,4.52930083125,3
998,1030,9000847,9000975,197,9000847,5834.19961077000,722522390.74100000000,5.71865583344,2
891,1036,9000855,9000911,414,9000855,28590.47387390000,767335593.44500000000,28.03815817690,2
970,1036,9000856,9000911,426,9000856,23262.66782830000,187516277.75800000000,22.83340965580,1
989,1047,9000859,9001133,429,9000859,7270.95896552000,129249346.65400000000,7.12043009408,1
1027,1047,9000868,9001133,434,9000868,8571.14503880000,173815894.04000000000,8.40904774166,1
1069,1030,9000872,9000975,206,9000872,26492.91517200000,161926374.87800000000,26.01904923010,1
1089,1093,9000895,9000896,207,9000895,1232.20924446000,86134810.72170000000,1.20939387081,1
1093,1003,9000896,9000827,208,9000896,9701.60426208000,261579626521.00000000000,9.50105487617,6
1108,998,9000909,9000847,209,9000909,46802.50941430000,347655477.37800000000,45.93138925140,1
1036,1114,9000911,9001064,435,9000911,9240.33772733000,1006815430.56000000000,9.05553775619,2
1094,1114,9000913,9001064,441,9000913,8789.60084869000,87457180.80570000000,8.62721957182,1
934,1154,9000948,9000999,421,9000948,34987.62822290000,342941005.33200000000,34.31140115940,2
1025,1154,9000949,9000999,433,9000949,18793.37189660000,5014412356.66000000000,18.43447816390,3
1168,1093,9000960,9000896,214,9000960,7167.65791379000,261460883839.00000000000,7.01577893676,6
1106,1172,9000963,9001011,442,9000963,7188.13523202000,89981093.50140000000,7.04676317626,1
1174,1168,9000964,9000960,215,9000964,547.21425997700,261249117085.00000000000,0.53602617455,6
1042,1172,9000970,9001011,436,9000970,19157.20356310000,174541571.28500000000,18.79286782780,1
1030,1181,9000975,9001009,203,9000975,15362.14406500000,965593897.30500000000,15.04690599200,2
1125,1181,9000976,9001009,210,9000976,32427.13402080000,271382143.81300000000,31.83174610640,1
1184,1174,9000978,9000964,217,9000978,991.04588081600,109425757.96600000000,0.97137291021,1
1154,1210,9000999,9001124,447,9000999,5262.32254477000,5380556135.47000000000,5.15724381229,3
1181,1219,9001009,9001129,216,9001009,4740.72835990000,1282536820.66000000000,4.65066071743,2
1193,1219,9001010,9001129,218,9001010,17322.15272470000,148877877.00000000000,17.01944152680,1
1172,1220,9001011,9001089,449,9001011,18066.24747170000,292795484.63200000000,17.74000078940,2
1205,1220,9001012,9001089,452,9001012,1500.92357527000,78706457.71180000000,1.47164359399,1
1059,1230,9001022,9001055,440,9001022,24021.55765320000,297425381.62500000000,23.56530069290,1
1239,1230,9001032,9001055,456,9001032,782.03620079700,75502361.09580000000,0.76743120692,1
1132,1240,9001033,9001202,446,9001033,16756.31822630000,217641520.13300000000,16.45022739530,1
1248,1174,9001039,9000964,221,9001039,6508.40722952000,261129227067.00000000000,6.37433424960,6
1237,1248,9001040,9001039,220,9001040,6055.86891828000,79282025.01480000000,5.95909491808,1
1253,1248,9001046,9001039,222,9001046,1695.41504629000,261034682455.00000000000,1.66799882400,6
1254,1253,9001047,9001046,223,9001047,1205.96120000000,260933525589.00000000000,1.18737499926,6
1255,1168,9001049,9000960,225,9001049,20423.30140790000,175377943.46700000000,20.04665462740,1
1230,1210,9001055,9001124,455,9001055,22534.05641280000,447956968.65100000000,22.13277143250,2
1261,1240,9001056,9001202,458,9001056,5916.55402002000,147133681.16400000000,5.81623645673,1
1114,1270,9001064,9001223,445,9001064,17701.00164070000,1200332937.85000000000,17.36118578780,2
1194,1270,9001065,9001223,450,9001065,9209.33345009000,77878669.38380000000,9.03815147759,1
1220,1296,9001089,9001140,454,9001089,8317.53766974000,390732265.36600000000,8.16357004536,2
1023,1296,9001090,9001140,432,9001090,36116.57053440000,262639672.24400000000,35.42527628410,1
1330,1253,9001120,9001046,229,9001120,7899.67851898000,95746132.83340000000,7.74855595848,1
1013,1333,9001123,9001146,431,9001123,37506.49168950000,292523694.23000000000,36.77568975610,1
1210,1333,9001124,9001146,453,9001124,18225.19642890000,5965868362.02000000000,17.89006869900,3
1340,1254,9001128,9001047,231,9001128,7971.80204646000,104298497.84600000000,7.81226559230,1
1219,1341,9001129,9001155,219,9001129,10778.27821130000,1643022875.51000000000,10.56805000340,2
1326,1341,9001130,9001155,227,9001130,3492.05954476000,78775827.68640000000,3.42955561557,1
1047,1346,9001133,9001208,437,9001133,30420.68355860000,678616362.52500000000,29.81693260510,2
1285,1352,9001139,9001182,460,9001139,12002.63594710000,151631042.58800000000,11.78600786060,1
1296,1352,9001140,9001182,461,9001140,5676.29842922000,664943935.31400000000,5.56679150875,2
1333,1356,9001146,9001183,464,9001146,2492.30183166000,6262508396.01000000000,2.44508563952,3
1204,1346,9001153,9001208,451,9001153,29258.28561760000,216766260.01600000000,28.73753618910,1
1365,1254,9001154,9001047,236,9001154,15286.69761040000,260828457871.00000000000,15.01150975210,6
1341,1365,9001155,9001154,232,9001155,2226.22589129000,1726404331.45000000000,2.18188921549,2
1279,1381,9001171,9001331,224,9001171,31373.35725190000,413062057.98600000000,30.80987548350,1
1363,1388,9001176,9001206,471,9001176,3857.30780869000,85841176.95030000000,3.77981797748,1
1315,1388,9001177,9001206,463,9001177,10426.85531580000,105705398.73800000000,10.22625245500,1
1352,1392,9001182,9001214,468,9001182,5423.28509614000,837496044.10700000000,5.31251981061,2
1356,1392,9001183,9001214,469,9001183,7350.13184104000,7049014253.66000000000,7.21673815878,3
1395,1365,9001186,9001154,239,9001186,4659.20692198000,259021891958.00000000000,4.57092035123,6
1391,1395,9001189,9001186,238,9001189,6951.14794817000,96803532.97410000000,6.83515905949,1
1408,1381,9001199,9001331,243,9001199,12646.70403520000,312442595.11800000000,12.43536607740,2
1345,1411,9001200,9001210,466,9001200,20124.86693960000,202079700.06400000000,19.76678535510,1
1240,1356,9001202,9001183,457,9001202,76709.78273990000,748080658.88900000000,75.31953240750,2
1388,1420,9001206,9001246,473,9001206,3730.73602766000,211234939.08700000000,3.66094180865,2
1359,1420,9001207,9001246,470,9001207,12629.06897570000,93406346.90950000000,12.39927892180,1
1346,1422,9001208,9001219,467,9001208,9365.56350000000,920541418.39300000000,9.18577262247,2
1427,1395,9001209,9001186,244,9001209,3189.65882381000,258916061306.00000000000,3.13098898096,6
1411,1422,9001210,9001219,477,9001210,3336.53255205000,354758107.20700000000,3.27975941607,2
1423,1429,9001213,9001281,481,9001213,7522.28840111000,111641560.44000000000,7.38511016948,1
1392,1429,9001214,9001281,474,9001214,3604.18917477000,7896515231.30000000000,3.53438403328,3
1421,1411,9001215,9001210,479,9001215,6718.47026581000,143853411.17400000000,6.59938359954,1
1437,1408,9001217,9001199,245,9001217,5304.52266401000,101282985.30900000000,5.21198652760,1
1439,1408,9001218,9001199,240,9001218,15357.07224870000,159839519.29200000000,15.09253023790,1
1422,1442,9001219,9001222,480,9001219,4152.13617049000,1279047971.35000000000,4.07789233433,3
1442,1448,9001222,9001243,485,9001222,1442.55793738000,1391087672.01000000000,1.41838049062,3
1270,1448,9001223,9001243,459,9001223,19767.80577500000,1417013709.87000000000,19.38511476470,2
1434,1445,9001224,9001287,484,9001224,4158.33601154000,84881637.60550000000,4.08483801938,1
1466,1427,9001237,9001209,248,9001237,10336.25197990000,211943150.00800000000,10.15375818440,1
1469,1442,9001239,9001222,492,9001239,10467.44937560000,110729097.70500000000,10.28881439480,1
1472,1427,9001242,9001209,249,9001242,8094.17967703000,258664569091.00000000000,7.95162683312,6
1448,1473,9001243,9001245,489,9001243,3558.80932253000,2816864461.78000000000,3.49295457093,3
1473,1476,9001245,9001336,493,9001245,6778.59720625000,2982794768.22000000000,6.66153241682,3
1420,1476,9001246,9001336,478,9001246,6899.59691871000,400392758.32900000000,6.76562422818,2
1453,1445,9001279,9001287,490,9001279,21826.91951330000,190396256.29200000000,21.43717295850,1
1111,1509,9001280,9001396,443,9001280,59567.15537400000,289859571.41400000000,58.45566376310,1
1429,1509,9001281,9001396,482,9001281,11344.29041030000,8067018137.28000000000,11.13186920610,3
1498,1472,9001285,9001242,251,9001285,40217.08316790000,393080549.97200000000,39.50545909130,1
1410,1515,9001286,9001370,476,9001286,16816.42651350000,204090914.67500000000,16.50575699820,1
1445,1515,9001287,9001370,486,9001287,25264.61493310000,435386383.54600000000,24.83264550590,2
1518,1473,9001290,9001245,498,9001290,8451.97363861000,146743612.11400000000,8.29859641983,1
1381,1556,9001331,9001383,237,9001331,19289.77829370000,1039003451.92000000000,18.90577809920,2
1547,1556,9001332,9001383,252,9001332,820.26451525300,72235233.26130000000,0.80419965505,1
1557,1558,9001333,9001458,499,9001333,235.39840000100,122635319.54400000000,0.23043106631,1
1476,1558,9001336,9001458,494,9001336,11797.19976920000,3573704126.93000000000,11.57428651750,3
1582,1472,9001353,9001242,256,9001353,11439.11852790000,258223966435.00000000000,11.20577864100,6
1596,1582,9001358,9001353,257,9001358,1495.71396812000,114928331.70800000000,1.46827644839,1
1515,1611,9001370,9001388,497,9001370,14501.57628830000,783948618.17700000000,14.23519846040,2
1568,1611,9001371,9001388,502,9001371,20594.10649330000,125631469.52700000000,20.25458106580,1
1556,1626,9001383,9001754,255,9001383,8201.07118605000,1198320594.95000000000,8.04451815869,2
1621,1626,9001387,9001754,259,9001387,5317.88354846000,77949692.89410000000,5.23255732062,1
1611,1629,9001388,9001434,505,9001388,2187.08381618000,912156481.75200000000,2.14460645156,2
1630,1582,9001390,9001353,261,9001390,5661.60835456000,257993723391.00000000000,5.55750416835,6
1603,1639,9001395,9001467,503,9001395,5623.98408053000,108834975.45500000000,5.52348711332,1
1509,1639,9001396,9001467,496,9001396,13874.11431370000,8499567547.54000000000,13.60335167800,3
1431,1629,9001400,9001434,483,9001400,67563.49266610000,463175549.08800000000,66.39880185230,1
1624,1664,9001417,9001457,506,9001417,8186.68697753000,105933243.63600000000,8.04635069449,1
1667,1630,9001418,9001390,264,9001418,5171.10152734000,257224543483.00000000000,5.07924047170,6
1668,1630,9001419,9001390,265,9001419,18318.16994340000,735792826.88100000000,18.00604018970,2
1409,1676,9001423,9001619,475,9001423,37821.35884880000,300375431.12300000000,37.12827344170,1
1562,1676,9001424,9001619,501,9001424,14029.44238760000,124710898.51500000000,13.76138238040,1
1607,1668,9001432,9001419,258,9001432,23931.44854710000,177542648.80000000000,23.52116643910,1
1661,1687,9001433,9001474,511,9001433,26512.80246100000,225284648.88500000000,26.06621723580,1
1629,1688,9001434,9001490,507,9001434,9932.97442452000,1413624481.27000000000,9.75755386620,2
1684,1664,9001456,9001457,515,9001456,23750.94244570000,157452370.00300000000,23.35530575910,1
1664,1710,9001457,9001494,512,9001457,4053.74164060000,275505484.02900000000,3.97841768010,2
1558,1710,9001458,9001494,500,9001458,19353.48014640000,3824930843.56000000000,18.99758494210,3
1711,1667,9001460,9001418,267,9001460,3526.44979901000,256557380013.00000000000,3.45983319681,6
1608,1714,9001461,9001556,504,9001461,21519.89123650000,242549441.82700000000,21.14946970200,1
1712,1714,9001462,9001556,1913,9001462,3183.86925562000,79528105.42780000000,3.13436790865,1
1718,1667,9001465,9001418,268,9001465,3957.14497407000,602793531.58900000000,3.87910514625,2
1713,1718,9001466,9001465,1590,9001466,7996.84419497000,153980568.68900000000,7.87347570691,1
1639,1719,9001467,9001504,509,9001467,8724.40471210000,8714821966.11000000000,8.56207511237,3
1687,1688,9001474,9001490,1909,9001474,13370.90896620000,937778470.67600000000,13.14325114430,2
1740,1718,9001489,9001465,1592,9001489,5583.57479877000,440788412.64500000000,5.49349550177,2
1688,1719,9001490,9001504,1910,9001490,13087.79745630000,2415663583.98000000000,12.86382613610,3
1710,1747,9001494,9001618,1912,9001494,3844.72752791000,4113969973.32000000000,3.77012810725,3
1753,1747,9001498,9001618,1920,9001498,2435.99440657000,79563810.13390000000,2.39850392353,1
1758,1668,9001503,9001419,266,9001503,28599.17598000000,493719497.80200000000,28.10995775230,2
1719,1759,9001504,9001697,1915,9001504,4789.00789718000,11162252951.90000000000,4.70063330671,4
1746,1758,9001505,9001503,1593,9001505,9956.18564402000,168409640.13200000000,9.78934923431,1
1706,1769,9001518,9001525,1911,9001518,8010.42171265000,94399725.48290000000,7.86425386352,1
1749,1769,9001519,9001525,1919,9001519,4926.81691323000,90936852.08030000000,4.84462271306,1
1681,1772,9001524,9001610,514,9001524,9756.30664547000,142451823.33000000000,9.57697604086,1
1769,1772,9001525,9001610,1923,9001525,396.43830638900,185502455.04200000000,0.38952030769,2
1774,1740,9001526,9001489,1595,9001526,4005.13186661000,117733053.24000000000,3.93635195326,1
1632,1776,9001529,9001632,508,9001529,15402.81899210000,187780810.79400000000,15.11233291660,1
1720,1776,9001530,9001632,1916,9001530,7221.93347073000,95235320.80090000000,7.09363853621,1
1784,1711,9001539,9001460,1596,9001539,7350.76692469000,256260235052.00000000000,7.20930792364,6
1787,1758,9001541,9001503,1597,9001541,2932.31902727000,81655103.80940000000,2.87773911906,1
1714,1796,9001556,9001569,1914,9001556,12294.54515160000,347868610.30400000000,12.08113391970,2
1763,1796,9001557,9001569,1922,9001557,9894.43043429000,144466502.01600000000,9.73244627420,1
1796,1687,9001569,9001474,516,9001569,39070.32994360000,630500106.13600000000,38.40573997850,2
1816,1759,9001579,9001697,1927,9001579,40897.22372360000,260996793.00600000000,40.22104179580,1
1831,1835,9001595,9001729,1928,9001595,367.38071296400,70005185.77700000000,0.36027771519,1
1842,1740,9001602,9001489,1602,9001602,9933.03999649000,272721176.41300000000,9.74386401723,2
1772,1835,9001610,9001729,1924,9001610,10894.94397660000,368791606.79300000000,10.70330762470,2
1747,1857,9001618,9001696,1918,9001618,12943.36703070000,4319805957.77000000000,12.71175580510,3
1676,1857,9001619,9001696,513,9001619,19233.14016330000,537372947.65400000000,18.88181584030,2
